book_id,chap_num,para_num,sent_num,token_num,token_str,term_str
1,27,5,1,2,precept,precept
1,27,5,1,3,is,is
1,27,5,1,4,all,all
1,27,5,1,5,very,very
1,27,5,1,6,well,well
1,27,5,1,7,and,and
1,27,5,1,8,even,even
1,27,5,1,9,in,in
1,27,5,1,10,some,some
1,27,5,1,11,respects,respects
1,27,5,1,12,very,very
1,27,5,1,13,true,true
1,27,5,2,0,,
1,27,5,2,1,Unfortunately,unfortunately
1,27,5,2,2,it,it
1,27,5,2,3,will,will
1,27,5,2,4,always,always
1,27,5,2,5,be,be
1,27,5,2,6,derided,derided
1,27,5,2,7,at,at
1,27,5,2,8,court,court
1,27,5,3,0,,
1,27,5,3,1,The,the
1,27,5,3,2,power,power
1,27,5,3,3,which,which
1,27,5,3,4,comes,comes
1,27,5,3,5,of,of
1,27,5,3,6,a,a
1,27,5,3,7,people,people
1,27,5,3,8,s,s
1,27,5,3,9,love,love
1,27,5,3,10,is,is
1,27,5,3,11,no,no
1,27,5,3,12,doubt,doubt
1,27,5,3,13,the,the
1,27,5,3,14,greatest,greatest
1,27,5,4,0,,
1,27,5,4,1,but,but
1,27,5,4,2,it,it
1,27,5,4,3,is,is
1,27,5,4,4,precarious,precarious
1,27,5,4,5,and,and
1,27,5,4,6,conditional,conditional
1,27,5,4,7,and,and
1,27,5,4,8,princes,princes
1,27,5,4,9,will,will
1,27,5,4,10,never,never
1,27,5,4,11,rest,rest
1,27,5,4,12,content,content
1,27,5,4,13,with,with
1,27,5,4,14,it,it
1,27,5,5,0,,
1,27,5,5,1,The,the
1,27,5,5,2,best,best
1,27,5,5,3,kings,kings
1,27,5,5,4,desire,desire
1,27,5,5,5,to,to
1,27,5,5,6,be,be
1,27,5,5,7,in,in
1,27,5,5,8,a,a
1,27,5,5,9,position,position
1,27,5,5,10,to,to
1,27,5,5,11,be,be
1,27,5,5,12,wicked,wicked
1,27,5,5,13,if,if
1,27,5,5,14,they,they
1,27,5,5,15,please,please
1,27,5,5,16,without,without
1,27,5,5,17,forfeiting,forfeiting
1,27,5,5,18,their,their
1,27,5,5,19,mastery,mastery
1,27,5,6,0,,
1,27,5,6,1,political,political
1,27,5,6,2,sermonisers,sermonisers
1,27,5,6,3,may,may
1,27,5,6,4,tell,tell
1,27,5,6,5,them,them
1,27,5,6,6,to,to
1,27,5,6,7,their,their
1,27,5,6,8,hearts,hearts
1,27,5,6,9,content,content
1,27,5,6,10,that,that
1,27,5,6,11,the,the
1,27,5,6,12,people,people
1,27,5,6,13,s,s
1,27,5,6,14,strength,strength
1,27,5,6,15,being,being
1,27,5,6,16,their,their
1,27,5,6,17,own,own
1,27,5,6,18,their,their
1,27,5,6,19,first,first
1,27,5,6,20,interest,interest
1,27,5,6,21,is,is
1,27,5,6,22,that,that
1,27,5,6,23,the,the
1,27,5,6,24,people,people
1,27,5,6,25,should,should
1,27,5,6,26,be,be
1,27,5,6,27,prosperous,prosperous
1,27,5,6,28,numerous,numerous
1,27,5,6,29,and,and
1,27,5,6,30,formidable,formidable
1,27,5,7,0,,
1,27,5,7,1,they,they
1,27,5,7,2,are,are
1,27,5,7,3,well,well
1,27,5,7,4,aware,aware
1,27,5,7,5,that,that
1,27,5,7,6,this,this
1,27,5,7,7,is,is
1,27,5,7,8,Untrue,untrue
1,27,5,8,0,,
1,27,5,8,1,Their,their
1,27,5,8,2,first,first
1,27,5,8,3,personal,personal
1,27,5,8,4,interest,interest
1,27,5,8,5,is,is
1,27,5,8,6,that,that
1,27,5,8,7,the,the
1,27,5,8,8,people,people
1,27,5,8,9,should,should
1,27,5,8,10,be,be
1,27,5,8,11,weak,weak
1,27,5,8,12,wretched,wretched
1,27,5,8,13,and,and
1,27,5,8,14,unable,unable
1,27,5,8,15,to,to
1,27,5,8,16,resist,resist
1,27,5,8,17,them,them
1,27,5,9,0,,
1,27,5,9,1,I,i
1,27,5,9,2,admit,admit
1,27,5,9,3,that,that
1,27,5,9,4,provided,provided
1,27,5,9,5,the,the
1,27,5,9,6,subjects,subjects
1,27,5,9,7,remained,remained
1,27,5,9,8,always,always
1,27,5,9,9,in,in
1,27,5,9,10,submission,submission
1,27,5,9,11,the,the
1,27,5,9,12,prince,prince
1,27,5,9,13,s,s
1,27,5,9,14,interest,interest
1,27,5,9,15,would,would
1,27,5,9,16,indeed,indeed
1,27,5,9,17,be,be
1,27,5,9,18,that,that
1,27,5,9,19,it,it
1,27,5,9,20,should,should
1,27,5,9,21,be,be
1,27,5,9,22,powerful,powerful
1,27,5,9,23,in,in
1,27,5,9,24,order,order
1,27,5,9,25,that,that
1,27,5,9,26,its,its
1,27,5,9,27,power,power
1,27,5,9,28,being,being
1,27,5,9,29,his,his
1,27,5,9,30,own,own
1,27,5,9,31,might,might
1,27,5,9,32,make,make
1,27,5,9,33,him,him
1,27,5,9,34,formidable,formidable
1,27,5,9,35,to,to
1,27,5,9,36,his,his
1,27,5,9,37,neighbours,neighbours
1,27,5,10,0,,
1,27,5,10,1,but,but
1,27,5,10,2,this,this
1,27,5,10,3,interest,interest
1,27,5,10,4,being,being
1,27,5,10,5,merely,merely
1,27,5,10,6,secondary,secondary
1,27,5,10,7,and,and
1,27,5,10,8,subordinate,subordinate
1,27,5,10,9,and,and
1,27,5,10,10,strength,strength
1,27,5,10,11,being,being
1,27,5,10,12,incompatible,incompatible
1,27,5,10,13,with,with
1,27,5,10,14,submission,submission
1,27,5,10,15,princes,princes
1,27,5,10,16,naturally,naturally
1,27,5,10,17,give,give
1,27,5,10,18,the,the
1,27,5,10,19,preference,preference
1,27,5,10,20,always,always
1,27,5,10,21,to,to
1,27,5,10,22,the,the
1,27,5,10,23,principle,principle
1,27,5,10,24,that,that
1,27,5,10,25,is,is
1,27,5,10,26,more,more
1,27,5,10,27,to,to
1,27,5,10,28,their,their
1,27,5,10,29,immediate,immediate
1,27,5,10,30,advantage,advantage
1,27,5,11,0,,
1,27,5,11,1,This,this
1,27,5,11,2,is,is
1,27,5,11,3,what,what
1,27,5,11,4,Samuel,samuel
1,27,5,11,5,put,put
1,27,5,11,6,strongly,strongly
1,27,5,11,7,before,before
1,27,5,11,8,the,the
1,27,5,11,9,Hebrews,hebrews
1,27,5,11,10,and,and
1,27,5,11,11,what,what
1,27,5,11,12,Macchiavelli,macchiavelli
1,27,5,11,13,has,has
1,27,5,11,14,clearly,clearly
1,27,5,11,15,shown,shown
1,27,5,12,0,,
1,27,5,12,1,He,he
1,27,5,12,2,professed,professed
1,27,5,12,3,to,to
1,27,5,12,4,teach,teach
1,27,5,12,5,kings,kings
1,27,5,13,0,,
1,27,5,13,1,but,but
1,27,5,13,2,it,it
1,27,5,13,3,was,was
1,27,5,13,4,the,the
1,27,5,13,5,people,people
1,27,5,13,6,he,he
1,27,5,13,7,really,really
1,27,5,13,8,taught,taught
1,27,5,14,0,,
1,27,5,14,1,His,his
1,27,5,14,2,Prince,prince
1,27,5,14,3,is,is
1,27,5,14,4,the,the
1,27,5,14,5,book,book
1,27,5,14,6,of,of
1,27,5,14,7,Republicans,republicans
1,27,5,15,0,[1],[1]
1,27,6,0,0,We,we
1,27,6,0,1,found,found
1,27,6,0,2,on,on
1,27,6,0,3,general,general
1,27,6,0,4,grounds,grounds
1,27,6,0,5,that,that
1,27,6,0,6,monarchy,monarchy
1,27,6,0,7,is,is
1,27,6,0,8,suitable,suitable
1,27,6,0,9,only,only
1,27,6,0,10,for,for
1,27,6,0,11,great,great
1,27,6,0,12,States,states
1,27,6,0,13,and,and
1,27,6,0,14,this,this
1,27,6,0,15,is,is
1,27,6,0,16,confirmed,confirmed
1,27,6,0,17,when,when
1,27,6,0,18,we,we
1,27,6,0,19,examine,examine
1,27,6,0,20,it,it
1,27,6,0,21,in,in
1,27,6,0,22,itself,itself
1,27,6,1,0,,
1,27,6,1,1,The,the
1,27,6,1,2,more,more
1,27,6,1,3,numerous,numerous
1,27,6,1,4,the,the
1,27,6,1,5,public,public
1,27,6,1,6,administration,administration
1,27,6,1,7,the,the
1,27,6,1,8,smaller,smaller
1,27,6,1,9,becomes,becomes
1,27,6,1,10,the,the
1,27,6,1,11,relation,relation
1,27,6,1,12,between,between
1,27,6,1,13,the,the
1,27,6,1,14,prince,prince
1,27,6,1,15,and,and
1,27,6,1,16,the,the
1,27,6,1,17,subjects,subjects
1,27,6,1,18,and,and
1,27,6,1,19,the,the
1,27,6,1,20,nearer,nearer
1,27,6,1,21,it,it
1,27,6,1,22,comes,comes
1,27,6,1,23,to,to
1,27,6,1,24,equality,equality
1,27,6,1,25,so,so
1,27,6,1,26,that,that
1,27,6,1,27,in,in
1,27,6,1,28,democracy,democracy
1,27,6,1,29,the,the
1,27,6,1,30,ratio,ratio
1,27,6,1,31,is,is
1,27,6,1,32,unity,unity
1,27,6,1,33,or,or
1,27,6,1,34,absolute,absolute
1,27,6,1,35,equality,equality
1,27,6,2,0,,
1,27,6,2,1,Again,again
1,27,6,2,2,as,as
1,27,6,2,3,the,the
1,27,6,2,4,government,government
1,27,6,2,5,is,is
1,27,6,2,6,restricted,restricted
1,27,6,2,7,in,in
1,27,6,2,8,numbers,numbers
1,27,6,2,9,the,the
1,27,6,2,10,ratio,ratio
1,27,6,2,11,increases,increases
1,27,6,2,12,and,and
1,27,6,2,13,reaches,reaches
1,27,6,2,14,its,its
1,27,6,2,15,maximum,maximum
1,27,6,2,16,when,when
1,27,6,2,17,the,the
1,27,6,2,18,government,government
1,27,6,2,19,is,is
1,27,6,2,20,in,in
1,27,6,2,21,the,the
1,27,6,2,22,hands,hands
1,27,6,2,23,of,of
1,27,6,2,24,a,a
1,27,6,2,25,single,single
1,27,6,2,26,person,person
1,27,6,3,0,,
1,27,6,3,1,There,there
1,27,6,3,2,is,is
1,27,6,3,3,then,then
1,27,6,3,4,too,too
1,27,6,3,5,great,great
1,27,6,3,6,a,a
1,27,6,3,7,distance,distance
1,27,6,3,8,between,between
1,27,6,3,9,prince,prince
1,27,6,3,10,and,and
1,27,6,3,11,people,people
1,27,6,3,12,and,and
1,27,6,3,13,the,the
1,27,6,3,14,State,state
1,27,6,3,15,lacks,lacks
1,27,6,3,16,a,a
1,27,6,3,17,bond,bond
1,27,6,3,18,of,of
1,27,6,3,19,union,union
1,27,6,4,0,,
1,27,6,4,1,To,to
1,27,6,4,2,form,form
1,27,6,4,3,such,such
1,27,6,4,4,a,a
1,27,6,4,5,bond,bond
1,27,6,4,6,there,there
1,27,6,4,7,must,must
1,27,6,4,8,be,be
1,27,6,4,9,intermediate,intermediate
1,27,6,4,10,orders,orders
1,27,6,4,11,and,and
1,27,6,4,12,princes,princes
1,27,6,4,13,personages,personages
1,27,6,4,14,and,and
1,27,6,4,15,nobility,nobility
1,27,6,4,16,to,to
1,27,6,4,17,compose,compose
1,27,6,4,18,them,them
1,27,6,5,0,,
1,27,6,5,1,But,but
1,27,6,5,2,no,no
1,27,6,5,3,such,such
1,27,6,5,4,things,things
1,27,6,5,5,suit,suit
1,27,6,5,6,a,a
1,27,6,5,7,small,small
1,27,6,5,8,State,state
1,27,6,5,9,to,to
1,27,6,5,10,which,which
1,27,6,5,11,all,all
1,27,6,5,12,class,class
1,27,6,5,13,differences,differences
1,27,6,5,14,mean,mean
1,27,6,5,15,ruin,ruin
1,27,6,6,0,,
1,27,7,0,0,If,if
1,27,7,0,1,however,however
1,27,7,0,2,it,it
1,27,7,0,3,is,is
1,27,7,0,4,hard,hard
1,27,7,0,5,for,for
1,27,7,0,6,a,a
1,27,7,0,7,great,great
1,27,7,0,8,State,state
1,27,7,0,9,to,to
1,27,7,0,10,be,be
1,27,7,0,11,well,well
1,27,7,0,12,governed,governed
1,27,7,0,13,it,it
1,27,7,0,14,is,is
1,27,7,0,15,much,much
1,27,7,0,16,harder,harder
1,27,7,0,17,for,for
1,27,7,0,18,it,it
1,27,7,0,19,to,to
1,27,7,0,20,be,be
1,27,7,0,21,so,so
1,27,7,0,22,by,by
1,27,7,0,23,a,a
1,27,7,0,24,single,single
1,27,7,0,25,man,man
1,27,7,1,0,,
1,27,7,1,1,and,and
1,27,7,1,2,every,every
1,27,7,1,3,one,one
1,27,7,1,4,knows,knows
1,27,7,1,5,what,what
1,27,7,1,6,happens,happens
1,27,7,1,7,when,when
1,27,7,1,8,kings,kings
1,27,7,1,9,substitute,substitute
1,27,7,1,10,others,others
1,27,7,1,11,for,for
1,27,7,1,12,themselves,themselves
1,27,7,2,0,,
1,27,8,0,0,An,an
1,27,8,0,1,essential,essential
1,27,8,0,2,and,and
1,27,8,0,3,inevitable,inevitable
1,27,8,0,4,defect,defect
1,27,8,0,5,which,which
1,27,8,0,6,will,will
1,27,8,0,7,always,always
1,27,8,0,8,rank,rank
1,27,8,0,9,monarchical,monarchical
1,27,8,0,10,below,below
1,27,8,0,11,republican,republican
1,27,8,0,12,government,government
1,27,8,0,13,is,is
1,27,8,0,14,that,that
1,27,8,0,15,in,in
1,27,8,0,16,a,a
1,27,8,0,17,republic,republic
1,27,8,0,18,the,the
1,27,8,0,19,public,public
1,27,8,0,20,voice,voice
1,27,8,0,21,hardly,hardly
1,27,8,0,22,ever,ever
1,27,8,0,23,raises,raises
1,27,8,0,24,to,to
1,27,8,0,25,the,the
1,27,8,0,26,highest,highest
1,27,8,0,27,positions,positions
1,27,8,0,28,men,men
1,27,8,0,29,who,who
1,27,8,0,30,are,are
1,27,8,0,31,not,not
1,27,8,0,32,enlightened,enlightened
1,27,8,0,33,and,and
1,27,8,0,34,capable,capable
1,27,8,0,35,and,and
1,27,8,0,36,such,such
1,27,8,0,37,as,as
1,27,8,0,38,to,to
1,27,8,0,39,fill,fill
1,27,8,0,40,them,them
1,27,8,0,41,with,with
1,27,8,0,42,honour,honour
1,27,8,1,0,,
1,27,8,1,1,while,while
1,27,8,1,2,in,in
1,27,8,1,3,monarchies,monarchies
1,27,8,1,4,these,these
1,27,8,1,5,who,who
1,27,8,1,6,rise,rise
1,27,8,1,7,to,to
1,27,8,1,8,the,the
1,27,8,1,9,top,top
1,27,8,1,10,are,are
1,27,8,1,11,most,most
1,27,8,1,12,often,often
1,27,8,1,13,merely,merely
1,27,8,1,14,petty,petty
1,27,8,1,15,blunderers,blunderers
1,27,8,1,16,petty,petty
1,27,8,1,17,swindlers,swindlers
1,27,8,1,18,and,and
1,27,8,1,19,petty,petty
1,27,8,1,20,intriguers,intriguers
1,27,8,1,21,whose,whose
1,27,8,1,22,petty,petty
1,27,8,1,23,talents,talents
1,27,8,1,24,cause,cause
1,27,8,1,25,them,them
1,27,8,1,26,to,to
1,27,8,1,27,get,get
1,27,8,1,28,into,into
1,27,8,1,29,the,the
1,27,8,1,30,highest,highest
1,27,8,1,31,positions,positions
1,27,8,1,32,at,at
1,27,8,1,33,Court,court
1,27,8,1,34,but,but
1,27,8,1,35,as,as
1,27,8,1,36,soon,soon
1,27,8,1,37,as,as
1,27,8,1,38,they,they
1,27,8,1,39,have,have
1,27,8,1,40,got,got
1,27,8,1,41,there,there
1,27,8,1,42,serve,serve
1,27,8,1,43,only,only
1,27,8,1,44,to,to
1,27,8,1,45,make,make
1,27,8,1,46,their,their
1,27,8,1,47,ineptitude,ineptitude
1,27,8,1,48,clear,clear
1,27,8,1,49,to,to
1,27,8,1,50,the,the
1,27,8,1,51,public,public
1,27,8,2,0,,
1,27,8,2,1,The,the
1,27,8,2,2,people,people
1,27,8,2,3,is,is
1,27,8,2,4,far,far
1,27,8,2,5,less,less
1,27,8,2,6,often,often
1,27,8,2,7,mistaken,mistaken
1,27,8,2,8,in,in
1,27,8,2,9,its,its
1,27,8,2,10,choice,choice
1,27,8,2,11,than,than
1,27,8,2,12,the,the
1,27,8,2,13,prince,prince
1,27,8,3,0,,
1,27,8,3,1,and,and
1,27,8,3,2,a,a
1,27,8,3,3,man,man
1,27,8,3,4,of,of
1,27,8,3,5,real,real
1,27,8,3,6,worth,worth
1,27,8,3,7,among,among
1,27,8,3,8,the,the
1,27,8,3,9,king,king
1,27,8,3,10,s,s
1,27,8,3,11,ministers,ministers
1,27,8,3,12,is,is
1,27,8,3,13,almost,almost
1,27,8,3,14,as,as
1,27,8,3,15,rare,rare
1,27,8,3,16,as,as
1,27,8,3,17,a,a
1,27,8,3,18,fool,fool
1,27,8,3,19,at,at
1,27,8,3,20,the,the
1,27,8,3,21,head,head
1,27,8,3,22,of,of
1,27,8,3,23,a,a
1,27,8,3,24,republican,republican
1,27,8,3,25,government,government
1,27,8,4,0,,
1,27,8,4,1,Thus,thus
1,27,8,4,2,when,when
1,27,8,4,3,by,by
1,27,8,4,4,some,some
1,27,8,4,5,fortunate,fortunate
1,27,8,4,6,chance,chance
1,27,8,4,7,one,one
1,27,8,4,8,of,of
1,27,8,4,9,these,these
1,27,8,4,10,born,born
1,27,8,4,11,governors,governors
1,27,8,4,12,takes,takes
1,27,8,4,13,the,the
1,27,8,4,14,helm,helm
1,27,8,4,15,of,of
1,27,8,4,16,State,state
1,27,8,4,17,in,in
1,27,8,4,18,some,some
1,27,8,4,19,monarchy,monarchy
1,27,8,4,20,that,that
1,27,8,4,21,has,has
1,27,8,4,22,been,been
1,27,8,4,23,nearly,nearly
1,27,8,4,24,overwhelmed,overwhelmed
1,27,8,4,25,by,by
1,27,8,4,26,swarms,swarms
1,27,8,4,27,of,of
1,27,8,4,28,gentlemanly,gentlemanly
1,27,8,4,29,administrators,administrators
1,27,8,4,30,there,there
1,27,8,4,31,is,is
1,27,8,4,32,nothing,nothing
1,27,8,4,33,but,but
1,27,8,4,34,amazement,amazement
1,27,8,4,35,at,at
1,27,8,4,36,the,the
1,27,8,4,37,resources,resources
1,27,8,4,38,he,he
1,27,8,4,39,discovers,discovers
1,27,8,4,40,and,and
1,27,8,4,41,his,his
1,27,8,4,42,coming,coming
1,27,8,4,43,marks,marks
1,27,8,4,44,an,an
1,27,8,4,45,era,era
1,27,8,4,46,in,in
1,27,8,4,47,his,his
1,27,8,4,48,country,country
1,27,8,4,49,s,s
1,27,8,4,50,history,history
1,27,8,5,0,,
1,27,9,0,0,For,for
1,27,9,0,1,a,a
1,27,9,0,2,monarchical,monarchical
1,27,9,0,3,State,state
1,27,9,0,4,to,to
1,27,9,0,5,have,have
1,27,9,0,6,a,a
1,27,9,0,7,chance,chance
1,27,9,0,8,of,of
1,27,9,0,9,being,being
1,27,9,0,10,well,well
1,27,9,0,11,governed,governed
1,27,9,0,12,its,its
1,27,9,0,13,population,population
1,27,9,0,14,and,and
1,27,9,0,15,extent,extent
1,27,9,0,16,must,must
1,27,9,0,17,be,be
1,27,9,0,18,proportionate,proportionate
1,27,9,0,19,to,to
1,27,9,0,20,the,the
1,27,9,0,21,abilities,abilities
1,27,9,0,22,of,of
1,27,9,0,23,its,its
1,27,9,0,24,governor,governor
1,27,9,1,0,,
1,27,9,1,1,If,if
1,27,9,1,2,is,is
1,27,9,1,3,easier,easier
1,27,9,1,4,to,to
1,27,9,1,5,conquer,conquer
1,27,9,1,6,than,than
1,27,9,1,7,to,to
1,27,9,1,8,rule,rule
1,27,9,2,0,,
1,27,9,2,1,With,with
1,27,9,2,2,a,a
1,27,9,2,3,long,long
1,27,9,2,4,enough,enough
1,27,9,2,5,lever,lever
1,27,9,2,6,the,the
1,27,9,2,7,world,world
1,27,9,2,8,could,could
1,27,9,2,9,be,be
1,27,9,2,10,moved,moved
1,27,9,2,11,with,with
1,27,9,2,12,a,a
1,27,9,2,13,single,single
1,27,9,2,14,finger,finger
1,27,9,3,0,,
1,27,9,3,1,to,to
1,27,9,3,2,sustain,sustain
1,27,9,3,3,it,it
1,27,9,3,4,needs,needs
1,27,9,3,5,the,the
1,27,9,3,6,shoulders,shoulders
1,27,9,3,7,of,of
1,27,9,3,8,Hercules,hercules
1,27,9,4,0,,
1,27,9,4,1,However,however
1,27,9,4,2,small,small
1,27,9,4,3,a,a
1,27,9,4,4,State,state
1,27,9,4,5,may,may
1,27,9,4,6,be,be
1,27,9,4,7,the,the
1,27,9,4,8,prince,prince
1,27,9,4,9,is,is
1,27,9,4,10,hardly,hardly
1,27,9,4,11,ever,ever
1,27,9,4,12,big,big
1,27,9,4,13,enough,enough
1,27,9,4,14,for,for
1,27,9,4,15,it,it
1,27,9,5,0,,
1,27,9,5,1,When,when
1,27,9,5,2,on,on
1,27,9,5,3,the,the
1,27,9,5,4,other,other
1,27,9,5,5,hand,hand
1,27,9,5,6,it,it
1,27,9,5,7,happens,happens
1,27,9,5,8,that,that
1,27,9,5,9,the,the
1,27,9,5,10,State,state
1,27,9,5,11,is,is
1,27,9,5,12,too,too
1,27,9,5,13,small,small
1,27,9,5,14,for,for
1,27,9,5,15,its,its
1,27,9,5,16,ruler,ruler
1,27,9,5,17,in,in
1,27,9,5,18,these,these
1,27,9,5,19,rare,rare
1,27,9,5,20,cases,cases
1,27,9,5,21,too,too
1,27,9,5,22,it,it
1,27,9,5,23,is,is
1,27,9,5,24,ill,ill
1,27,9,5,25,governed,governed
1,27,9,5,26,because,because
1,27,9,5,27,the,the
1,27,9,5,28,ruler,ruler
1,27,9,5,29,constantly,constantly
1,27,9,5,30,pursuing,pursuing
1,27,9,5,31,his,his
1,27,9,5,32,great,great
1,27,9,5,33,designs,designs
1,27,9,5,34,forgets,forgets
1,27,9,5,35,the,the
1,27,9,5,36,interests,interests
1,27,9,5,37,of,of
1,27,9,5,38,the,the
1,27,9,5,39,people,people
1,27,9,5,40,and,and
1,27,9,5,41,makes,makes
1,27,9,5,42,it,it
1,27,9,5,43,no,no
1,27,9,5,44,less,less
1,27,9,5,45,wretched,wretched
1,27,9,5,46,by,by
1,27,9,5,47,misusing,misusing
1,27,9,5,48,the,the
1,27,9,5,49,talents,talents
1,27,9,5,50,he,he
1,27,9,5,51,has,has
1,27,9,5,52,than,than
1,27,9,5,53,a,a
1,27,9,5,54,ruler,ruler
1,27,9,5,55,of,of
1,27,9,5,56,less,less
1,27,9,5,57,capacity,capacity
1,27,9,5,58,would,would
1,27,9,5,59,make,make
1,27,9,5,60,it,it
1,27,9,5,61,for,for
1,27,9,5,62,want,want
1,27,9,5,63,of,of
1,27,9,5,64,those,those
1,27,9,5,65,he,he
1,27,9,5,66,had,had
1,27,9,5,67,not,not
1,27,9,6,0,,
1,27,9,6,1,A,a
1,27,9,6,2,kingdom,kingdom
1,27,9,6,3,should,should
1,27,9,6,4,so,so
1,27,9,6,5,to,to
1,27,9,6,6,speak,speak
1,27,9,6,7,expand,expand
1,27,9,6,8,or,or
1,27,9,6,9,contract,contract
1,27,9,6,10,with,with
1,27,9,6,11,each,each
1,27,9,6,12,reign,reign
1,27,9,6,13,according,according
1,27,9,6,14,to,to
1,27,9,6,15,the,the
1,27,9,6,16,prince,prince
1,27,9,6,17,s,s
1,27,9,6,18,capabilities,capabilities
1,27,9,7,0,,
1,27,9,7,1,but,but
1,27,9,7,2,the,the
1,27,9,7,3,abilities,abilities
1,27,9,7,4,of,of
1,27,9,7,5,a,a
1,27,9,7,6,senate,senate
1,27,9,7,7,being,being
1,27,9,7,8,more,more
1,27,9,7,9,constant,constant
1,27,9,7,10,in,in
1,27,9,7,11,quantity,quantity
1,27,9,7,12,the,the
1,27,9,7,13,State,state
1,27,9,7,14,can,can
1,27,9,7,15,then,then
1,27,9,7,16,have,have
1,27,9,7,17,permanent,permanent
1,27,9,7,18,frontiers,frontiers
1,27,9,7,19,without,without
1,27,9,7,20,the,the
1,27,9,7,21,administration,administration
1,27,9,7,22,suffering,suffering
1,27,9,8,0,,
1,27,10,0,0,The,the
1,27,10,0,1,disadvantage,disadvantage
1,27,10,0,2,that,that
1,27,10,0,3,is,is
1,27,10,0,4,most,most
1,27,10,0,5,felt,felt
1,27,10,0,6,in,in
1,27,10,0,7,monarchical,monarchical
1,27,10,0,8,government,government
1,27,10,0,9,is,is
1,27,10,0,10,the,the
1,27,10,0,11,want,want
1,27,10,0,12,of,of
1,27,10,0,13,the,the
1,27,10,0,14,continuous,continuous
1,27,10,0,15,succession,succession
1,27,10,0,16,which,which
1,27,10,0,17,in,in
1,27,10,0,18,both,both
1,27,10,0,19,the,the
1,27,10,0,20,other,other
1,27,10,0,21,forms,forms
1,27,10,0,22,provides,provides
1,27,10,0,23,an,an
1,27,10,0,24,unbroken,unbroken
1,27,10,0,25,bond,bond
1,27,10,0,26,of,of
1,27,10,0,27,union,union
1,27,10,1,0,,
1,27,10,1,1,When,when
1,27,10,1,2,one,one
1,27,10,1,3,king,king
1,27,10,1,4,dies,dies
1,27,10,1,5,another,another
1,27,10,1,6,is,is
1,27,10,1,7,needed,needed
1,27,10,2,0,,
1,27,10,2,1,elections,elections
1,27,10,2,2,leave,leave
1,27,10,2,3,dangerous,dangerous
1,27,10,2,4,intervals,intervals
1,27,10,2,5,and,and
1,27,10,2,6,are,are
1,27,10,2,7,full,full
1,27,10,2,8,of,of
1,27,10,2,9,storms,storms
1,27,10,3,0,,
1,27,10,3,1,and,and
1,27,10,3,2,unless,unless
1,27,10,3,3,the,the
1,27,10,3,4,citizens,citizens
1,27,10,3,5,are,are
1,27,10,3,6,disinterested,disinterested
1,27,10,3,7,and,and
1,27,10,3,8,upright,upright
1,27,10,3,9,to,to
1,27,10,3,10,a,a
1,27,10,3,11,degree,degree
1,27,10,3,12,which,which
1,27,10,3,13,very,very
1,27,10,3,14,seldom,seldom
1,27,10,3,15,goes,goes
1,27,10,3,16,with,with
1,27,10,3,17,this,this
1,27,10,3,18,kind,kind
1,27,10,3,19,of,of
1,27,10,3,20,government,government
1,27,10,3,21,intrigue,intrigue
1,27,10,3,22,and,and
1,27,10,3,23,corruption,corruption
1,27,10,3,24,abound,abound
1,27,10,4,0,,
1,27,10,4,1,He,he
1,27,10,4,2,to,to
1,27,10,4,3,whom,whom
1,27,10,4,4,the,the
1,27,10,4,5,State,state
1,27,10,4,6,has,has
1,27,10,4,7,sold,sold
1,27,10,4,8,itself,itself
1,27,10,4,9,can,can
1,27,10,4,10,hardly,hardly
1,27,10,4,11,help,help
1,27,10,4,12,selling,selling
1,27,10,4,13,it,it
1,27,10,4,14,in,in
1,27,10,4,15,his,his
1,27,10,4,16,turn,turn
1,27,10,4,17,and,and
1,27,10,4,18,repaying,repaying
1,27,10,4,19,himself,himself
1,27,10,4,20,at,at
1,27,10,4,21,the,the
1,27,10,4,22,expense,expense
1,27,10,4,23,of,of
1,27,10,4,24,the,the
1,27,10,4,25,weak,weak
1,27,10,4,26,the,the
1,27,10,4,27,money,money
1,27,10,4,28,the,the
1,27,10,4,29,powerful,powerful
1,27,10,4,30,have,have
1,27,10,4,31,wrung,wrung
1,27,10,4,32,from,from
1,27,10,4,33,him,him
1,27,10,5,0,,
1,27,10,5,1,Under,under
1,27,10,5,2,such,such
1,27,10,5,3,an,an
1,27,10,5,4,administration,administration
1,27,10,5,5,venality,venality
1,27,10,5,6,sooner,sooner
1,27,10,5,7,or,or
1,27,10,5,8,later,later
1,27,10,5,9,spreads,spreads
1,27,10,5,10,through,through
1,27,10,5,11,every,every
1,27,10,5,12,part,part
1,27,10,5,13,and,and
1,27,10,5,14,peace,peace
1,27,10,5,15,so,so
1,27,10,5,16,enjoyed,enjoyed
1,27,10,5,17,under,under
1,27,10,5,18,a,a
1,27,10,5,19,king,king
1,27,10,5,20,is,is
1,27,10,5,21,worse,worse
1,27,10,5,22,than,than
1,27,10,5,23,the,the
1,27,10,5,24,disorders,disorders
1,27,10,5,25,of,of
1,27,10,5,26,an,an
1,27,10,5,27,interregnum,interregnum
1,27,10,6,0,,
1,27,11,0,0,What,what
1,27,11,0,1,has,has
1,27,11,0,2,been,been
1,27,11,0,3,done,done
1,27,11,0,4,to,to
1,27,11,0,5,prevent,prevent
1,27,11,0,6,these,these
1,27,11,0,7,evils,evils
1,27,11,1,0,,
1,27,11,1,1,Crowns,crowns
